DESC,LINK
 APIReference API_DescribeTransitGatewayPolicyTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayPolicyTables.html
 APIReference API_DisassociateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayPolicyTable.html
 APIReference API_GetTransitGatewayPolicyTableAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPolicyTableAssociations.html
 APIReference API_GetTransitGatewayPolicyTableEntries,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPolicyTableEntries.html
 APIReference API_AssociateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayRouteTable.html
 APIReference API_CreateTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPrefixListReference.html
 APIReference API_CreateTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRoute.html
 APIReference API_CreateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRouteTable.html
 APIReference API_CreateTransitGatewayRouteTableAnnouncement,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRouteTableAnnouncement.html
 APIReference API_DeleteTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPrefixListReference.html
 APIReference API_DeleteTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRoute.html
 APIReference API_DeleteTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRouteTable.html
 APIReference API_DeleteTransitGatewayRouteTableAnnouncement,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRouteTableAnnouncement.html
 APIReference API_DescribeTransitGatewayRouteTableAnnouncements,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayRouteTableAnnouncements.html
 APIReference API_DescribeTransitGatewayRouteTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayRouteTables.html
 APIReference API_DisableTransitGatewayRouteTablePropagation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisableTransitGatewayRouteTablePropagation.html
 APIReference API_DisassociateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayRouteTable.html
 APIReference API_EnableTransitGatewayRouteTablePropagation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_EnableTransitGatewayRouteTablePropagation.html
 APIReference API_ExportTransitGatewayRoutes,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ExportTransitGatewayRoutes.html
 APIReference API_GetTransitGatewayAttachmentPropagations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayAttachmentPropagations.html
 APIReference API_GetTransitGatewayPrefixListReferences,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPrefixListReferences.html
 APIReference API_GetTransitGatewayRouteTableAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayRouteTableAssociations.html
 APIReference API_GetTransitGatewayRouteTablePropagations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayRouteTablePropagations.html
 APIReference API_ModifyTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGatewayPrefixListReference.html
 APIReference API_ReplaceTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceTransitGatewayRoute.html
 APIReference API_SearchTransitGatewayRoutes,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_SearchTransitGatewayRoutes.html
 ipam what-it-is-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/what-it-is-ipam.html
 ipam how-it-works-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/how-it-works-ipam.html
 ipam access-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/access-ipam.html
 ipam choose-single-user-or-orgs-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/choose-single-user-or-orgs-ipam.html
 ipam enable-integ-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam.html
 ipam enable-integ-ipam-outside-org,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org.html
 ipam enable-integ-ipam-outside-org-considerations,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org-considerations.html
 ipam enable-integ-ipam-outside-org-process,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org-process.html
 ipam enable-single-user-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/enable-single-user-ipam.html
 ipam create-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipam.html
 ipam planning-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/planning-ipam.html
 ipam planning-examples-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/planning-examples-ipam.html
 ipam intro-create-ipv4-pools,https://docs.aws.amazon.com/vpc/latest/ipam/intro-create-ipv4-pools.html
 ipam create-top-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-top-ipam.html
 ipam create-reg-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-reg-ipam.html
 ipam create-dev-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-dev-ipam.html
 ipam intro-create-ipv6-pools,https://docs.aws.amazon.com/vpc/latest/ipam/intro-create-ipv6-pools.html
 ipam create-ipv6-reg-pool,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipv6-reg-pool.html
 ipam create-ipv6-dev-pool,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipv6-dev-pool.html
 ipam allocate-cidrs-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/allocate-cidrs-ipam.html
 ipam create-vpc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-vpc-ipam.html
 ipam manually-allocate-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/manually-allocate-ipam.html
 ipam managing-ip-space-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/managing-ip-space-ipam.html
 ipam scp-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/scp-ipam.html
 ipam share-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/share-pool-ipam.html
 ipam prov-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/prov-cidr-ipam.html
 ipam depro-pool-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/depro-pool-cidr-ipam.html
 ipam mod-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/mod-pool-ipam.html
 ipam delete-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-pool-ipam.html
 ipam res-disc-work-with,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with.html
 ipam res-disc-work-with-create,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-create.html
 ipam res-disc-work-with-view,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-view.html
 ipam res-disc-work-with-share,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-share.html
 ipam res-disc-work-with-associate,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-associate.html
 ipam res-disc-work-with-disassociate,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-disassociate.html
 ipam res-disc-work-with-delete,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-delete.html
 ipam add-scope-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/add-scope-ipam.html
 ipam move-resource-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/move-resource-ipam.html
 ipam change-monitoring-state-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/change-monitoring-state-ipam.html
 ipam delete-scope-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-scope-ipam.html
 ipam release-alloc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/release-alloc-ipam.html
 ipam delete-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-ipam.html
 ipam tracking-ip-addresses-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tracking-ip-addresses-ipam.html
 ipam monitor-cidr-usage-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/monitor-cidr-usage-ipam.html
 ipam monitor-cidr-compliance-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/monitor-cidr-compliance-ipam.html
 ipam cloudwatch-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam.html
 ipam cloudwatch-ipam-ip-address-usage,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam-ip-address-usage.html
 ipam cloudwatch-ipam-res-util,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam-res-util.html
 ipam view-history-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/view-history-cidr-ipam.html
 ipam view-public-ip-insights,https://docs.aws.amazon.com/vpc/latest/ipam/view-public-ip-insights.html
 ipam tutorials-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-ipam.html
 ipam tutorials-get-started-console,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-get-started-console.html
 ipam tutorials-create-vpc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-create-vpc-ipam.html
 ipam tutorials-historical-insights,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-historical-insights.html
 ipam tutorials-byoip-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam.html
 ipam tutorials-byoip-ipam-console-intro,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-intro.html
 ipam tutorials-byoip-ipam-console-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-ipv4.html
 ipam tutorials-byoip-ipam-console-ipv6,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-ipv6.html
 ipam tutorials-byoip-ipam-cli-only-intro,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-cli-only-intro.html
 ipam tutorials-byoip-ipam-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-ipv4.html
 ipam tutorials-byoip-ipam-ipv6,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-ipv6.html
 ipam tutorials-byoip-ipam-transfer-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-transfer-ipv4.html
 ipam iam-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam.html
 ipam iam-ipam-slr,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-slr.html
 ipam iam-ipam-managed-pol,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-managed-pol.html
 ipam iam-ipam-policy-examples,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-policy-examples.html
 ipam quotas-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/quotas-ipam.html
 ipam pricing-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/pricing-ipam.html
 ipam related-info,https://docs.aws.amazon.com/vpc/latest/ipam/related-info.html
 ipam doc-history-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/doc-history-ipam.html
 tgwnm what-are-global-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/what-are-global-networks.html
 tgwnm how-gnw-works,https://docs.aws.amazon.com/network-manager/latest/tgwnm/how-gnw-works.html
 tgwnm gnw-getting-started,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-getting-started.html
 tgwnm gnw-scenarios,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-scenarios.html
 tgwnm working-with-gnws,https://docs.aws.amazon.com/network-manager/latest/tgwnm/working-with-gnws.html
 tgwnm nm-multi-account,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-multi-account.html
 tgwnm nm-multi-account-troubleshooting,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-multi-account-troubleshooting.html
 tgwnm global-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/global-networks.html
 tgwnm tgw-registrations,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-registrations.html
 tgwnm sites,https://docs.aws.amazon.com/network-manager/latest/tgwnm/sites.html
 tgwnm links,https://docs.aws.amazon.com/network-manager/latest/tgwnm/links.html
 tgwnm devices,https://docs.aws.amazon.com/network-manager/latest/tgwnm/devices.html
 tgwnm device-connections,https://docs.aws.amazon.com/network-manager/latest/tgwnm/device-connections.html
 tgwnm cgw-association,https://docs.aws.amazon.com/network-manager/latest/tgwnm/cgw-association.html
 tgwnm connect-peer-association,https://docs.aws.amazon.com/network-manager/latest/tgwnm/connect-peer-association.html
 tgwnm tgw-visualize-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-visualize-networks.html
 tgwnm nm-monitoring-console,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-monitoring-console.html
 tgwnm nm-visualize-tgw,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-visualize-tgw.html
 tgwnm monitoring-overview,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-overview.html
 tgwnm monitoring-cloudwatch-metrics,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-cloudwatch-metrics.html
 tgwnm cw-metrics-on-premises,https://docs.aws.amazon.com/network-manager/latest/tgwnm/cw-metrics-on-premises.html
 tgwnm viewing-metrics,https://docs.aws.amazon.com/network-manager/latest/tgwnm/viewing-metrics.html
 tgwnm monitoring-events,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-events.html
 tgwnm route-analyzer,https://docs.aws.amazon.com/network-manager/latest/tgwnm/route-analyzer.html
 tgwnm tgw-nm-multi,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-nm-multi.html
 tgwnm nm-security-iam,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-security-iam.html
 tgwnm nm-service-linked-roles,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-service-linked-roles.html
 tgwnm security-iam-awsmanpol,https://docs.aws.amazon.com/network-manager/latest/tgwnm/security-iam-awsmanpol.html
 tgwnm nm-custom-multi-role,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-custom-multi-role.html
 tgwnm gnw-tagging,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-tagging.html
 tgwnm nm-logging-using-cloudtrail,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-logging-using-cloudtrail.html
 tgwnm nm-quotas,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-quotas.html
 tgwnm doc-history,https://docs.aws.amazon.com/network-manager/latest/tgwnm/doc-history.html
 cloudwan what-is-cloudwan,https://docs.aws.amazon.com/network-manager/latest/cloudwan/what-is-cloudwan.html
 cloudwan cloudwan-getting-started,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-getting-started.html
 cloudwan create-global-network,https://docs.aws.amazon.com/network-manager/latest/cloudwan/create-global-network.html
 cloudwan cloudwan-core-network-policy,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-core-network-policy.html
 cloudwan cloudwan-create-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-create-attachment.html
 cloudwan cloudwan-connect-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-connect-attachment.html
 cloudwan cloudwan-connect-peer-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-connect-peer-attachment.html
 cloudwan cloudwan-tgw-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgw-attachment.html
 cloudwan cloudwan-vpc-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-vpc-attachment.html
 cloudwan cloudwan-vpn-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-vpn-attachment.html
 cloudwan cloudwan-register-tgw,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-register-tgw.html
 cloudwan cloudwan-sites,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-sites.html
 cloudwan cloudwan-devices,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-devices.html
 cloudwan cloudwan-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-working-with.html
 cloudwan cloudwan-networks-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-networks-working-with.html
 cloudwan cloudwan-create-policy-version,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-create-policy-version.html
 cloudwan cloudwan-core-network-config,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-core-network-config.html
 cloudwan cloudwan-policy-segments,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-segments.html
 cloudwan cloudwan-policy-network-actions-routes,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-network-actions-routes.html
 cloudwan cloudwan-policy-attachments,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-attachments.html
 cloudwan cloudwan-policy-change-sets,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-change-sets.html
 cloudwan cloudwan-policies-json,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policies-json.html
 cloudwan cloudwan-policy-examples,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples.html
 cloudwan cloudwan-policy-examples-one-segment-region,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-one-segment-region.html
 cloudwan cloudwan-policy-examples-two-segments-regions,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-two-segments-regions.html
 cloudwan cloudwan-policy-examples-edge-consolidation,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-edge-consolidation.html
 cloudwan cloudwan-policy-examples-three-stage,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-three-stage.html
 cloudwan cloudwan-policy-examples-distributed-wan,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-distributed-wan.html
 cloudwan cloudwan-policy-examples-firewalls,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-firewalls.html
 cloudwan cloudwan-attachments-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-attachments-working-with.html
 cloudwan cloudwan-peerings,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-peerings.html
 cloudwan cloudwan-share-network,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-share-network.html
 cloudwan cloudwan-shared,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-shared.html
 cloudwan cloudwan-attachments-share,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-attachments-share.html
 cloudwan cloudwan-peerings-share,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-peerings-share.html
 cloudwan cloudwan-tags,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tags.html
 cloudwan cloudwan-sites-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-sites-working-with.html
 cloudwan cloudwan-devices-working,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-devices-working.html
 cloudwan cloudwan-visualize-networks,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks.html
 cloudwan cloudwan-visualize-networks-global,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks-global.html
 cloudwan cloudwan-visualize-networks-core,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks-core.html
 cloudwan cloudwan-visualize-tgw,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-tgw.html
 cloudwan cloudwan-tgw-networks,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgw-networks.html
 cloudwan cloudwan-tgws-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgws-working-with.html
 cloudwan cloudwan-security,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-security.html
 cloudwan security-iam-awsmanpol,https://docs.aws.amazon.com/network-manager/latest/cloudwan/security-iam-awsmanpol.html
 cloudwan cwan-using-service-linked-roles,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cwan-using-service-linked-roles.html
 cloudwan cloudwan-events-metrics,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-events-metrics.html
 cloudwan cloudwan-onboard-events,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-onboard-events.html
 cloudwan cloudwan-cloudwatch-events,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-cloudwatch-events.html
 cloudwan cloudwan-cloudwatch-metrics,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-cloudwatch-metrics.html
 cloudwan cloudwan-quotas,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-quotas.html
 cloudwan doc-history,https://docs.aws.amazon.com/network-manager/latest/cloudwan/doc-history.html
 APIReference Welcome,https://docs.aws.amazon.com/networkmanager/latest/APIReference/Welcome.html
 APIReference API_Operations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Operations.html
 APIReference API_AcceptAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AcceptAttachment.html
 APIReference API_AssociateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateConnectPeer.html
 APIReference API_AssociateCustomerGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateCustomerGateway.html
 APIReference API_AssociateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateLink.html
 APIReference API_AssociateTransitGatewayConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateTransitGatewayConnectPeer.html
 APIReference API_CreateConnectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnectAttachment.html
 APIReference API_CreateConnection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnection.html
 APIReference API_CreateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnectPeer.html
 APIReference API_CreateCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateCoreNetwork.html
 APIReference API_CreateDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateDevice.html
 APIReference API_CreateGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateGlobalNetwork.html
 APIReference API_CreateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateLink.html
 APIReference API_CreateSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSite.html
 APIReference API_CreateSiteToSiteVpnAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSiteToSiteVpnAttachment.html
 APIReference API_CreateTransitGatewayPeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayPeering.html
 APIReference API_CreateTransitGatewayRouteTableAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayRouteTableAttachment.html
 APIReference API_CreateVpcAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateVpcAttachment.html
 APIReference API_DeleteAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteAttachment.html
 APIReference API_DeleteConnection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteConnection.html
 APIReference API_DeleteConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteConnectPeer.html
 APIReference API_DeleteCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteCoreNetwork.html
 APIReference API_DeleteCoreNetworkPolicyVersion,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteCoreNetworkPolicyVersion.html
 APIReference API_DeleteDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteDevice.html
 APIReference API_DeleteGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteGlobalNetwork.html
 APIReference API_DeleteLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteLink.html
 APIReference API_DeletePeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeletePeering.html
 APIReference API_DeleteResourcePolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteResourcePolicy.html
 APIReference API_DeleteSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteSite.html
 APIReference API_DeregisterTransitGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeregisterTransitGateway.html
 APIReference API_DescribeGlobalNetworks,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DescribeGlobalNetworks.html
 APIReference API_DisassociateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateConnectPeer.html
 APIReference API_DisassociateCustomerGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateCustomerGateway.html
 APIReference API_DisassociateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateLink.html
 APIReference API_DisassociateTransitGatewayConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateTransitGatewayConnectPeer.html
 APIReference API_ExecuteCoreNetworkChangeSet,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ExecuteCoreNetworkChangeSet.html
 APIReference API_GetConnectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectAttachment.html
 APIReference API_GetConnections,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnections.html
 APIReference API_GetConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectPeer.html
 APIReference API_GetConnectPeerAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectPeerAssociations.html
 APIReference API_GetCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetwork.html
 APIReference API_GetCoreNetworkChangeEvents,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkChangeEvents.html
 APIReference API_GetCoreNetworkChangeSet,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkChangeSet.html
 APIReference API_GetCoreNetworkPolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkPolicy.html
 APIReference API_GetCustomerGatewayAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCustomerGatewayAssociations.html
 APIReference API_GetDevices,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetDevices.html
 APIReference API_GetLinkAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetLinkAssociations.html
 APIReference API_GetLinks,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetLinks.html
 APIReference API_GetNetworkResourceCounts,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkResourceCounts.html
 APIReference API_GetNetworkResourceRelationships,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkResourceRelationships.html
